session_id,target
1,0.004172066692262888
2,0.00015939585864543915
3,0.00013890858099330217
4,7.668819307582453e-05
5,8.766786777414382e-05
6,0.001238122582435608
7,0.0012268300633877516
8,0.001510809874162078
9,0.000612462405115366
10,0.08932160586118698
11,0.0007804314373061061
12,0.0006936969584785402
13,0.0007162695401348174
14,0.2682991027832031
15,0.0012268300633877516
16,0.0024702425580471754
17,0.0020311425905674696
18,0.0002848737931344658
19,0.0004702321602962911
20,8.191620145225897e-05
21,0.005234484560787678
22,8.63591194502078e-05
23,0.0003981464833486825
24,0.008136780001223087
25,0.022222287952899933
26,0.00010692589421523735
27,0.0008074782672338188
28,0.0018049069913104177
29,0.008346964605152607
30,0.0012268300633877516
31,0.003509429981932044
32,0.06485837697982788
33,0.0006458431016653776
34,3.301253673271276e-05
35,0.00834676343947649
36,8.685572538524866e-05
37,1.5836054444662295e-05
38,0.00010989668226102367
39,0.0012268300633877516
40,0.00018189997354056686
41,0.003509429981932044
42,0.0014110873453319073
43,0.00032483667018823326
44,0.00017890713934320956
45,0.10160689800977707
46,0.0020038289949297905
47,0.0032731988467276096
48,9.625484381103888e-05
49,0.0015542287146672606
50,0.0007737557170912623
51,0.00010714124800870195
52,0.00021879439009353518
53,0.028503870591521263
54,0.0012268300633877516
55,0.0022510492708534002
56,0.005879633128643036
57,0.0010326392948627472
58,0.00010257599933538586
59,0.0017499076202511787
60,0.00019569876894820482
61,0.000672107154969126
62,0.010808487422764301
63,0.0012249979190528393
64,0.0032495646737515926
65,0.00018471709336154163
66,0.0007881919154897332
67,0.01183561235666275
68,0.0003653355233836919
69,0.04388474300503731
70,0.0011135297827422619
71,0.0005125341122038662
72,0.0017499076202511787
73,0.008501498028635979
74,0.00015939585864543915
75,4.83727126265876e-05
76,0.007705609314143658
77,0.0012218492338433862
78,0.0020680429879575968
79,0.0003485853085294366
80,7.616294897161424e-05
81,0.0029232942033559084
82,0.00011643370817182586
83,0.00131004408467561
84,0.36476263403892517
85,0.00010750383808044717
86,0.00018471709336154163
87,0.0020680429879575968
88,0.00020874351321253926
89,0.0012268300633877516
90,0.05863451957702637
91,0.0031733752693980932
92,0.00018189997354056686
93,0.018864033743739128
94,0.0030609886161983013
95,0.005879633128643036
96,0.00010929357085842639
97,0.0015042603481560946
98,0.0001542534737382084
99,0.003387502860277891
100,0.0001463510125176981
101,0.0013469343539327383
102,0.04641484096646309
103,0.005322489887475967
104,0.01664748229086399
105,0.0013160149101167917
106,0.0032655801624059677
107,0.0012341953115537763
108,0.00011586586333578452
109,0.0002673423441592604
110,0.0012268300633877516
111,0.0031253520864993334
112,0.0003114888968411833
113,0.036522287875413895
114,0.00019737651746254414
115,0.0006709954468533397
116,0.0001819379540393129
117,0.003937854897230864
118,0.007223408669233322
