session_id,target
1,0.00259182058175158
2,5.250005398950832e-05
3,2.4824686145188088e-06
4,1.413476947610779e-05
5,0.00013859070114495507
6,0.004336360378374198
7,0.0020764290223624637
8,0.002253019753408182
9,0.00030445157849530327
10,0.07652664557327567
11,0.0002985738297085122
12,0.00014356635206745725
13,0.005009801715275999
14,0.1155536046241285
15,0.0015961228228674896
16,0.014875026726280301
17,0.003081482759033362
18,0.00011047681649853143
19,0.0025050043094267615
20,1.07819723107331e-05
21,0.003429358969586115
22,4.853347087515653e-06
23,0.0004516120906408712
24,0.018264603622704507
25,0.017800161070065067
26,7.653391677928983e-05
27,0.0009595721588073448
28,9.495510081910913e-07
29,0.009692670945848704
30,0.004301024963895011
31,0.06659491389534256
32,0.03645483613684761
33,0.005441907970857013
34,8.63256820323378e-05
35,0.017019153403780896
36,0.00038940797510691853
37,5.578324102823654e-07
38,0.0001510852717565714
39,0.0007507765159363999
40,2.778841332059151e-05
41,0.0033016898190522097
42,0.006645859856443224
43,9.944099578170512e-05
44,0.00011175826984037403
45,0.16027881897714172
46,0.0012812046879649155
47,0.001333328485148311
48,0.003025066138074369
49,0.0007391701131166226
50,7.278354947184535e-05
51,4.7136579839253886e-07
52,0.00015327257013056126
53,0.010671704270801207
54,0.0006204830276997816
55,0.00280216673044511
56,0.033562680338934676
57,1.8211398955320807e-06
58,1.1290604260914182e-05
59,0.00021990770367512027
60,7.2651449533022426e-06
61,7.543784228887687e-05
62,0.0006901596271071057
63,0.0013363879525337126
64,0.0022599831465444915
65,2.1977370688869245e-05
66,1.2648106262264521e-05
67,0.00035610175363742146
68,0.006440496408758481
69,0.029367747204126767
70,0.00011081352585774943
71,0.00462189045213033
72,0.00018054595284662007
73,0.1286554621297192
74,1.639806318534145e-05
75,0.00021300957727465346
76,0.0017694788068234935
77,0.0015428749172541464
78,0.006617209860752111
79,0.00016688041465499155
80,4.64523523383173e-05
81,1.1714721138235202e-05
82,0.003315303529826079
83,6.323334492055081e-06
84,0.28678091475842904
85,0.0002566011009856734
