session_id,target
1,0.006296101491898298
2,0.00022828935470897704
3,0.0002427449362585321
4,7.661202835151926e-05
5,3.7226978747639805e-05
6,0.0017215883126482368
7,0.0014148502377793193
8,0.0021040416322648525
9,0.0009652992011979222
10,0.05018369108438492
11,0.0005259747267700732
12,0.0006123181665316224
13,0.002179613569751382
14,0.2851431369781494
15,0.0014261634787544608
16,0.002126987325027585
17,0.0036783323157578707
18,0.00017045455751940608
19,0.0006407452165149152
20,7.009339606156573e-05
21,0.011681465432047844
22,5.5484266340499744e-05
23,0.00017861108062788844
24,0.006669499911367893
25,0.023386884480714798
26,4.9710029998095706e-05
27,0.0022434848360717297
28,0.0013332144590094686
29,0.011148249730467796
30,0.0015245504910126328
31,0.004797450266778469
32,0.06467190384864807
33,0.002213448518887162
34,1.1438445653766394e-05
35,0.020678268745541573
36,5.778297781944275e-05
37,4.373527644929709e-06
38,8.811332372715697e-05
39,0.0015245504910126328
40,6.609252886846662e-05
41,0.002671594265848398
42,0.002058447804301977
43,4.1449318814557046e-05
44,7.326594641199335e-05
45,0.012599729932844639
46,0.0015533105470240116
47,0.004062035121023655
48,0.00022977076878305525
49,0.003055392997339368
50,0.00042643421329557896
51,6.750714965164661e-05
52,0.00010005742660723627
53,0.011697175912559032
54,0.0020498097874224186
55,0.0013050317065790296
56,0.008189617656171322
57,0.0008381538209505379
58,5.674717976944521e-05
59,0.0010294390376657248
60,2.957167089334689e-05
61,0.00046404937165789306
62,0.010343189351260662
63,0.0016800897428765893
64,0.002942517399787903
65,0.0001612277264939621
66,0.0004988208529539406
67,0.009619645774364471
68,0.0004202255222480744
69,0.046517129987478256
70,0.0006365727167576551
71,0.0010708520421758294
72,0.0010294390376657248
73,0.008449756540358067
74,0.00022828935470897704
75,1.0842491974472068e-05
76,0.003235332667827606
77,0.0015313238836824894
78,0.0019270859193056822
79,0.00041038604103960097
80,3.238431963836774e-05
81,0.0029277047142386436
82,7.347591599682346e-05
83,0.0009283649269491434
84,0.3669627606868744
85,4.582819019560702e-05
86,0.0001612277264939621
87,0.0019270859193056822
88,8.134391100611538e-05
89,0.0014148502377793193
90,0.05075642094016075
91,0.002087554894387722
92,6.609252886846662e-05
93,0.014813544228672981
94,0.003621250158175826
95,0.008189617656171322
96,0.00011295312287984416
97,0.001842530444264412
98,0.00013959493662696332
99,0.0028346029575914145
100,0.0001731793163344264
101,0.0017700738972052932
102,0.03609047830104828
103,0.004446732811629772
104,0.007142271846532822
105,0.002018051454797387
106,0.002160394797101617
107,0.0011109102051705122
108,6.912802928127348e-05
109,0.00046916070277802646
110,0.003265583422034979
111,0.002531781792640686
112,5.280785626382567e-05
113,0.01671668328344822
114,0.00016787974163889885
115,0.00023917871294543147
116,4.2650273826438934e-05
117,0.004653934855014086
118,0.003855752060189843
119,0.0010072586592286825
120,0.0015245504910126328
121,5.4442203690996394e-05
122,0.0015245504910126328
123,0.00041680564754642546
124,0.00016699510160833597
125,0.00046719153760932386
126,0.00011295312287984416
127,3.4260053780599264e-06
128,0.0014148502377793193
129,0.0015653043519705534
130,0.0016287877224385738
131,0.015383690595626831
132,0.0014148502377793193
133,0.0004488362174015492
134,3.955943611799739e-05
135,8.896827057469636e-05
136,0.002942517399787903
137,0.0036619631573557854
138,0.0006099222810007632
139,0.00010666071466403082
140,0.0019520266214385629
141,3.508770896587521e-05
142,0.0015245504910126328
143,0.0028031733818352222
144,0.004184949677437544
145,0.00022828935470897704
146,0.006080746650695801
147,0.0014148502377793193
148,0.0023223834577947855
149,0.0014148502377793193
150,0.014223228208720684
151,3.403218215680681e-05
152,0.06170210987329483
153,0.0017520163673907518
154,0.01022711955010891
155,7.002978964010254e-05
156,0.0017215883126482368
157,0.0014148502377793193
158,0.002942517399787903
159,7.009339606156573e-05
160,0.0015245504910126328
161,0.0020046341232955456
162,0.00020142318680882454
163,0.00031635878258384764
164,0.0007452231948263943
165,0.0013945098035037518
166,0.0003512108523864299
167,0.0048560528084635735
168,0.0014148502377793193
169,0.0020498097874224186
170,0.00020043061522301286
171,0.0010072586592286825
172,5.879404488950968e-05
173,0.0002174950495827943
